country,iso_code,date,total_vaccinations,people_fully_vaccinated,daily_vaccinations,vaccines,location_x,population_x,location_y,total_cases,total_deaths,stringency_index,population_y,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,prop_people_fully_vaccinated
Turkey,TUR,2021-04-22,20728975.0,7932297.0,183387.0,"Pfizer/BioNTech, Sinovac",Turkey,84339067.0,Turkey,1063502.4460784313,13046.534825870647,66.03491358024712,84339067.0,104.91399999999967,31.600000000000225,8.152999999999931,5.06099999999997,25129.34100000001,0.2000000000000015,171.2850000000018,12.130000000000084,14.100000000000058,41.100000000000215,,2.809999999999971,77.68999999999944,0.8199999999999946,0.09405246325525513
Curacao,CUW,2021-04-22,77687.0,15365.0,2787.0,"Moderna, Pfizer/BioNTech",Curacao,164100.0,Curacao,,,,164100.0,362.6440000000002,41.70000000000002,16.367000000000004,10.068000000000005,,,,11.620000000000003,,,,,78.88000000000005,,0.09363193174893358
Montserrat,MSR,2021-04-14,1751.0,467.0,15.0,Oxford/AstraZeneca,Montserrat,4999.0,Montserrat,,,,4999.0,,,,,,,,,,,,,74.15999999999994,,0.09341868373674735
Switzerland,CHE,2021-04-18,2091809.0,765613.0,40501.0,"Moderna, Pfizer/BioNTech",Switzerland,8654618.0,Switzerland,215126.08983451535,4329.632850241546,52.376265060240684,8654618.0,214.24300000000122,43.10000000000009,18.435999999999886,12.64399999999997,57410.16600000014,,99.73900000000073,5.589999999999988,22.60000000000018,28.89999999999978,,4.529999999999976,83.7799999999995,0.9549999999999976,0.08846294544715896
Romania,ROU,2021-04-21,4487643.0,1686583.0,81246.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Romania,19237682.0,Romania,316765.8744075829,8952.725440806045,61.72217703349266,19237682.0,85.1290000000006,43.0,17.85000000000013,11.689999999999971,23313.19899999988,5.7,370.94599999999855,9.739999999999895,22.899999999999817,37.10000000000025,,6.8919999999999755,76.0499999999995,0.827999999999995,0.08767080150300852
Lithuania,LTU,2021-04-22,847735.0,237585.0,13516.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Lithuania,2722291.0,Lithuania,63887.066825775655,1027.9569620253164,54.37713936430308,2722291.0,45.13499999999995,43.5,19.002000000000177,13.778000000000004,29524.265000000094,0.6999999999999945,342.98900000000117,3.6700000000000124,21.300000000000058,38.0,,6.559999999999956,75.93000000000023,0.8820000000000039,0.08727391744673879
Czechia,CZE,2021-04-22,2719610.0,924935.0,50624.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Czechia,10708982.0,Czechia,423526.62679425837,7285.906801007557,58.80202898550725,10708982.0,137.1759999999996,43.29999999999966,19.02700000000004,11.579999999999947,32605.905999999926,,227.48500000000053,6.820000000000031,30.5,38.299999999999706,,6.6300000000000665,79.3800000000003,0.8999999999999955,0.08637002097865137
Austria,AUT,2021-04-22,2693775.0,762975.0,48623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Austria,9006400.0,Austria,176503.36170212767,3180.4152334152336,60.77488095238098,9006400.0,106.74900000000082,44.399999999999956,19.20200000000017,13.747999999999907,45436.68600000035,0.6999999999999944,145.18299999999908,6.34999999999995,28.399999999999782,30.89999999999977,,7.369999999999928,81.54000000000065,0.922000000000007,0.0847147583940309
Spain,ESP,2021-04-22,13909964.0,3768015.0,289268.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Spain,46754783.0,Spain,1155658.8926174496,38810.5625,63.626756756756556,46754783.0,93.10500000000039,45.5,19.435999999999865,13.79899999999998,34272.35999999981,1.0,99.40299999999907,7.1700000000000434,27.39999999999978,31.399999999999764,,2.9700000000000215,83.56000000000022,0.9039999999999973,0.08059100605813956
Slovenia,SVN,2021-04-22,562457.0,167467.0,9235.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Slovenia,2078932.0,Slovenia,63857.381642512075,1314.906172839506,59.457968397291125,2078932.0,102.6189999999993,44.5,19.061999999999916,12.930000000000033,31400.83999999988,,153.49300000000088,7.25,20.10000000000017,25.0,,4.5,81.31999999999975,0.9169999999999909,0.08055434232577112
Italy,ITA,2021-04-21,16316820.0,4787119.0,328147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Italy,60461828.0,Italy,1082104.8325892857,50238.065573770495,68.70714932126698,60461828.0,205.85899999999802,47.90000000000015,23.021000000000054,16.239999999999846,35220.084000000264,2.0,113.1509999999998,4.779999999999986,19.80000000000006,27.799999999999837,,3.180000000000002,83.50999999999964,0.8919999999999968,0.07917588929001618
Liechtenstein,LIE,2021-04-18,8860.0,2984.0,207.0,"Moderna, Pfizer/BioNTech",Liechtenstein,38137.0,Liechtenstein,942.3759036144578,18.5546875,,38137.0,237.01200000000145,,,,,,,7.769999999999984,,,,2.3970000000000207,82.49000000000059,0.9189999999999974,0.07824422476859742
Greenland,GRL,2021-04-22,12434.0,4298.0,315.0,Pfizer/BioNTech,Greenland,56772.0,Greenland,,,39.52289473684207,56772.0,0.137,,,,,,199.9410000000002,2.159999999999997,,,,,71.69999999999989,,0.07570633410836328
Greece,GRC,2021-04-22,2708780.0,784150.0,45947.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Greece,10423056.0,Greece,73361.21800947867,2376.1176470588234,68.62315914489297,10423056.0,83.47899999999953,45.29999999999964,20.39599999999994,14.524000000000058,24574.38199999999,1.5,175.69500000000056,4.549999999999969,35.29999999999974,52.0,,4.210000000000023,82.24000000000055,0.8879999999999952,0.07523225434076149
Luxembourg,LUX,2021-04-21,170038.0,46901.0,3218.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Luxembourg,625976.0,Luxembourg,22975.914081145584,286.40246913580245,53.03304245283026,625976.0,231.4470000000001,39.70000000000031,14.311999999999918,9.842000000000064,94277.96500000046,0.20000000000000157,128.27500000000094,4.420000000000023,20.899999999999835,26.0,,4.509999999999992,82.25,0.9159999999999973,0.07492459774815648
France,FRA,2021-04-21,18284330.0,5019183.0,358315.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",France,68147687.0,France,1412136.2263736264,43359.17782909931,59.842660753880196,68147687.0,122.57800000000091,42.0,19.717999999999968,13.078999999999963,38605.67100000008,,86.0600000000001,4.7699999999999845,30.100000000000236,35.60000000000026,,5.980000000000016,82.66000000000034,0.9010000000000068,0.07365155328015754
Ireland,IRL,2021-04-20,1240965.0,362142.0,20857.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ireland,4937796.0,Ireland,80293.50835322196,2202.8872549019607,71.32471153846112,4937796.0,69.87399999999981,38.7000000000003,13.927999999999944,8.67799999999998,67335.29300000043,0.20000000000000157,126.45900000000074,3.279999999999978,23.0,25.700000000000077,,2.9600000000000173,82.29999999999966,0.9549999999999977,0.07334081845422533
Slovakia,SVK,2021-04-22,1392593.0,396109.0,21001.0,Pfizer/BioNTech,Slovakia,5459643.0,Slovakia,100551.6803874092,2165.4005167958658,59.18341463414636,5459643.0,113.12799999999939,41.200000000000315,15.069999999999947,9.166999999999941,30155.152000000115,0.6999999999999945,287.95900000000177,7.289999999999972,23.10000000000018,37.70000000000028,,5.8200000000000065,77.54000000000065,0.8600000000000085,0.0725521796938005
Portugal,PRT,2021-04-22,2829406.0,734286.0,67081.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Portugal,10196707.0,Portugal,265865.2925659472,5491.559701492537,67.88190023752972,10196707.0,112.37099999999934,46.200000000000365,21.502000000000205,14.92399999999998,27936.895999999844,0.5,127.84199999999902,9.849999999999943,16.300000000000118,30.0,,3.3900000000000197,82.04999999999967,0.8639999999999949,0.0720120721326993
Sweden,SWE,2021-04-22,2711601.0,700650.0,67020.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Sweden,10099270.0,Sweden,234161.11856823266,6872.596577017115,56.378265765765455,10099270.0,24.718000000000117,41.0,19.984999999999918,13.432999999999995,46949.28299999984,0.5,133.98200000000162,4.789999999999975,18.800000000000107,18.899999999999842,,2.2200000000000197,82.79999999999988,0.9449999999999943,0.06937630145545173
Germany,DEU,2021-04-22,24286909.0,5790531.0,492867.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Germany,83783945.0,Germany,870841.7057522124,24907.751219512196,61.64821029082796,83783945.0,237.01600000000215,46.59999999999987,21.453000000000095,15.957000000000125,45229.244999999886,,156.13900000000075,8.309999999999954,28.200000000000177,33.10000000000025,,8.0,81.33000000000094,0.9470000000000025,0.06911265636871121
Estonia,EST,2021-04-22,385612.0,89868.0,5259.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Estonia,1326539.0,Estonia,21853.70783847981,229.55583756345177,44.995047619047725,1326539.0,31.03299999999988,42.700000000000344,19.45200000000017,13.490999999999987,29481.2520000002,0.5,255.56900000000206,4.019999999999985,24.5,39.29999999999969,,4.69000000000004,78.74000000000066,0.8919999999999968,0.06774621778929983
Cyprus,CYP,2021-04-20,219654.0,58265.0,3635.0,Pfizer/BioNTech,Cyprus,875899.0,Cyprus,12662.20487804878,82.23929471032746,67.83462121212109,875899.0,127.65699999999939,37.29999999999973,13.416000000000098,8.563000000000068,32415.13199999983,,141.17100000000053,9.239999999999903,19.600000000000147,52.7000000000004,,3.400000000000013,80.97999999999969,0.8870000000000003,0.06652022664713626
Poland,POL,2021-04-22,9806966.0,2495838.0,188879.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Poland,37846605.0,Poland,665192.9108433735,15629.820638820638,61.116405867970634,37846605.0,124.02700000000013,41.79999999999968,16.762999999999934,10.202000000000115,27216.44500000016,,227.33100000000084,5.9100000000000055,23.299999999999997,33.100000000000236,,6.6199999999999335,78.72999999999962,0.8799999999999966,0.06594615289799442
Belgium,BEL,2021-04-22,3272118.0,733278.0,54057.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Belgium,11589616.0,Belgium,318353.01801801805,13198.083333333334,58.3354072398187,11589616.0,375.5640000000018,41.79999999999965,18.57099999999993,12.849000000000093,42658.57599999995,0.20000000000000162,114.89800000000061,4.289999999999976,25.100000000000204,31.399999999999764,,5.640000000000013,81.63000000000005,0.9309999999999966,0.06327025847965972
Andorra,AND,2021-04-19,26414.0,4681.0,1050.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Andorra,77265.0,Andorra,4517.014388489209,69.08060453400503,48.23480676328516,77265.0,163.7549999999991,,,,,,109.13500000000006,7.969999999999938,29.0,37.79999999999972,,,83.72999999999983,0.8679999999999961,0.06058370542936647
Norway,NOR,2021-04-21,1447305.0,304512.0,25824.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Norway,5421242.0,Norway,30666.70616113744,346.13827160493827,53.42560096153847,5421242.0,14.46200000000014,39.70000000000031,16.820999999999927,10.813000000000075,64800.05700000002,0.20000000000000157,114.31599999999938,5.309999999999959,19.600000000000154,20.69999999999993,,3.599999999999981,82.40000000000065,0.9569999999999949,0.05617015436684066
Dominican Republic,DOM,2021-04-14,1509898.0,600000.0,39935.0,"Oxford/AstraZeneca, Sinovac",Dominican Republic,10847904.0,Dominican Republic,112076.85406698564,1775.4800995024875,74.15746987951813,10847904.0,222.87300000000178,27.60000000000021,6.981000000000063,4.419000000000037,14600.860999999884,1.6000000000000123,266.6530000000017,8.199999999999946,8.5,19.100000000000144,55.18200000000039,1.6000000000000123,74.0800000000008,0.7559999999999948,0.05531022398428305
Netherlands,NLD,2021-04-18,4578432.0,943197.0,113503.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Netherlands,17134873.0,Netherlands,418588.5273159145,8516.03631961259,63.235024154589496,17134873.0,508.54399999999646,43.20000000000034,18.779000000000217,11.881000000000013,48472.54500000026,,109.36099999999958,5.289999999999974,24.39999999999981,27.29999999999988,,3.319999999999999,82.27999999999953,0.9440000000000028,0.055045461965198106
Hong Kong,HKG,2021-04-22,1196682.0,407368.0,30798.0,"Pfizer/BioNTech, Sinovac",Hong Kong,7496988.0,Hong Kong,,,63.629843750000056,7496988.0,7039.714000000011,44.800000000000104,16.303000000000047,10.157999999999985,56054.91999999994,,,8.330000000000013,,,,,84.86000000000006,0.9489999999999988,0.054337555295540026
Costa Rica,CRI,2021-04-19,698327.0,247734.0,15933.0,Pfizer/BioNTech,Costa Rica,5094114.0,Costa Rica,90160.67554479418,1204.1475,63.702313432835915,5094114.0,96.07900000000019,33.600000000000236,9.467999999999943,5.69399999999997,15524.995000000092,1.3000000000000054,137.9729999999997,8.780000000000074,6.400000000000049,17.39999999999988,83.84100000000029,1.1299999999999963,80.27999999999956,0.810000000000002,0.04863142049824562
Macao,MAC,2021-04-22,88292.0,31361.0,1886.0,"Pfizer/BioNTech, Sinopharm/Beijing",Macao,649342.0,Macao,,,23.150000000000023,649342.0,20546.766,39.199999999999974,9.798,4.9910000000000005,104861.85099999985,,,,,,,,84.23999999999985,,0.048296583310489694
Azerbaijan,AZE,2021-04-22,1381967.0,464090.0,15739.0,Sinovac,Azerbaijan,10139175.0,Azerbaijan,96454.77272727272,1311.729064039409,76.87478260869545,10139175.0,119.30900000000064,32.399999999999764,6.01800000000002,3.8710000000000266,15847.418999999982,,559.8120000000036,7.110000000000008,0.299999999999998,42.5,83.24100000000095,4.700000000000031,73.0,0.7559999999999948,0.04577196862663876
Brazil,BRA,2021-04-22,35024957.0,9683990.0,430031.0,"Oxford/AstraZeneca, Sinovac",Brazil,212559409.0,Brazil,4944728.772511848,141519.90049751243,67.64463917525762,212559409.0,25.04000000000017,33.5,8.552000000000035,5.05999999999996,14103.451999999905,3.4000000000000146,177.96100000000055,8.110000000000024,10.099999999999952,17.899999999999867,,2.200000000000016,75.88000000000032,0.764999999999992,0.04555898064244242
Russia,RUS,2021-04-22,17218313.0,6430894.0,293459.0,"EpiVacCorona, Sputnik V",Russia,145934460.0,Russia,1677179.3125,35533.315,51.84429213483133,145934460.0,8.822999999999956,39.60000000000012,14.177999999999939,9.393000000000024,24765.95399999992,0.10000000000000082,431.29699999999895,6.179999999999972,23.399999999999807,58.29999999999954,,8.05000000000006,72.58000000000084,0.8240000000000076,0.04406700103594449
Panama,PAN,2021-04-22,555898.0,186776.0,720.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Panama,4314768.0,Panama,146191.76039119804,2637.281862745098,76.46808564231739,4314768.0,55.13300000000034,29.700000000000152,7.918000000000013,5.029999999999978,22267.036999999837,2.2000000000000153,128.34599999999946,8.329999999999956,2.3999999999999844,9.900000000000063,,2.299999999999984,78.50999999999931,0.814999999999998,0.04328761129219462
Mexico,MEX,2021-04-22,15477517.0,4978670.0,366365.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Mexico,128932753.0,Mexico,887679.2023809524,87245.9075,57.84405919661709,128932753.0,66.44399999999969,29.29999999999977,6.856999999999977,4.320999999999966,17336.468999999808,2.5,152.78300000000078,13.060000000000107,6.900000000000058,21.399999999999807,87.84700000000089,1.3799999999999961,75.04999999999978,0.7789999999999974,0.03861447059925882
Croatia,HRV,2021-04-22,746878.0,152906.0,14721.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Croatia,4105268.0,Croatia,89467.75886524822,1907.95,48.46845238095257,4105268.0,73.72599999999952,44.0,19.724000000000114,13.052999999999948,22669.7970000001,0.6999999999999944,253.78200000000214,5.589999999999988,34.299999999999756,39.89999999999979,,5.539999999999974,78.49000000000068,0.8509999999999992,0.0372462894018125
Cambodia,KHM,2021-04-22,1845972.0,564566.0,48166.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Cambodia,16718971.0,Cambodia,531.1615044247787,18.3953488372093,44.09131696428576,16718971.0,90.67199999999926,25.60000000000021,4.412000000000023,2.3849999999999922,3645.0700000000097,,270.89200000000324,4.0,2.0,33.700000000000266,66.22899999999956,0.8000000000000066,69.81999999999975,0.5939999999999958,0.03376798727625043
Montenegro,MNE,2021-04-22,58150.0,19027.0,1265.0,"Sinopharm/Beijing, Sputnik V",Montenegro,628062.0,Montenegro,28241.985074626864,402.67171717171715,,628062.0,46.280000000000115,39.10000000000025,14.761999999999956,9.394999999999984,16409.287999999935,1.0,387.304999999996,10.07999999999995,44.0,47.9,,3.8610000000000295,76.88000000000028,0.8290000000000036,0.030294779814731665
